class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
up,0.49670568108558655,0.223851278424263,-0.24773399531841278,0.999991238117218,0.5033755898475647,0.20788688957691193,-0.22082321345806122,0.9999810457229614,0.5076953768730164,0.20799469947814941,-0.22082403302192688,0.9999772310256958,0.5130228996276855,0.20823001861572266,-0.22087693214416504,0.9999783039093018,0.4909294545650482,0.20710444450378418,-0.2162245512008667,0.9999814033508301,0.4859194755554199,0.20690353214740753,-0.21623682975769043,0.9999768733978271,0.48094138503074646,0.20700033009052277,-0.21618159115314484,0.9999786615371704,0.5213616490364075,0.21758948266506195,-0.06970427185297012,0.999966025352478,0.4747850298881531,0.21609024703502655,-0.04930472373962402,0.9999591112136841,0.5038588643074036,0.24353469908237457,-0.19297757744789124,0.9999827742576599,0.48851722478866577,0.2432761937379837,-0.18759244680404663,0.9999836087226868,0.5536903142929077,0.3095523715019226,0.000203879622858949,0.9998037219047546,0.44251880049705505,0.30965229868888855,0.036542635411024094,0.9998102784156799,0.6230143308639526,0.3702796995639801,-0.196680948138237,0.9973354339599609,0.3916797637939453,0.39047738909721375,-0.13323628902435303,0.9905502200126648,0.5944777727127075,0.27377840876579285,-0.4454721510410309,0.9962599277496338,0.4069577157497406,0.29052871465682983,-0.4102797508239746,0.988166332244873,0.5846909880638123,0.2504107654094696,-0.5023402571678162,0.985172688961029,0.4070729613304138,0.2631552219390869,-0.47292813658714294,0.9634372591972351,0.5775798559188843,0.24512314796447754,-0.4824144244194031,0.9834302663803101,0.41345033049583435,0.25917738676071167,-0.4533025622367859,0.9596430063247681,0.5773273706436157,0.2519780397415161,-0.4437641501426697,0.9742642641067505,0.41732844710350037,0.2675231099128723,-0.4123488962650299,0.9468836188316345,0.5344477891921997,0.5715354084968567,-0.011475609615445137,0.9995853304862976,0.4625547528266907,0.5721574425697327,0.011388780549168587,0.999721109867096,0.5558332204818726,0.7524428963661194,0.02912679687142372,0.9971014857292175,0.44027748703956604,0.7554656267166138,0.03952188789844513,0.9977065920829773,0.567093014717102,0.9015167355537415,0.26908421516418457,0.9929867386817932,0.4225618243217468,0.9093321561813354,0.2566024959087372,0.9966458082199097,0.5599543452262878,0.9279676079750061,0.2841237783432007,0.9376086592674255,0.4309328496456146,0.9338043928146362,0.2688226103782654,0.9512277841567993,0.5841396450996399,0.9553743600845337,0.12926724553108215,0.9882290363311768,0.3970397114753723,0.9573147296905518,0.10985501110553741,0.9922692775726318
up,0.4971004128456116,0.22549718618392944,-0.2535892724990845,0.9999919533729553,0.5040911436080933,0.2093636840581894,-0.22814972698688507,0.9999833703041077,0.5081456303596497,0.20957671105861664,-0.22813856601715088,0.9999796748161316,0.5134762525558472,0.2099456489086151,-0.22819650173187256,0.9999805688858032,0.49132591485977173,0.20864395797252655,-0.22363106906414032,0.9999836087226868,0.48617061972618103,0.2085639089345932,-0.22362811863422394,0.9999794960021973,0.48110899329185486,0.2086590975522995,-0.22355911135673523,0.9999812841415405,0.5217690467834473,0.21909743547439575,-0.07959843426942825,0.9999706149101257,0.4752306342124939,0.21727780997753143,-0.05913738161325455,0.9999654293060303,0.504425048828125,0.2446727305650711,-0.19904519617557526,0.9999844431877136,0.4891138970851898,0.24425768852233887,-0.1936982125043869,0.9999855160713196,0.5532153844833374,0.3103112280368805,-0.009701133705675602,0.999818742275238,0.44268178939819336,0.30856406688690186,0.031731896102428436,0.9998229742050171,0.6204937696456909,0.37664520740509033,-0.19761644303798676,0.9976645708084106,0.3926389515399933,0.39066970348358154,-0.13580875098705292,0.9915324449539185,0.5942714810371399,0.28043025732040405,-0.4406958222389221,0.9965972900390625,0.4072917103767395,0.2903915345668793,-0.41206637024879456,0.9891838431358337,0.5847183465957642,0.2547265887260437,-0.4976681172847748,0.9859302043914795,0.40752696990966797,0.2627508342266083,-0.47437232732772827,0.9648734927177429,0.577715277671814,0.24988077580928802,-0.4777379631996155,0.9841486811637878,0.4136170446872711,0.2584747076034546,-0.4550400674343109,0.9609040021896362,0.5774974226951599,0.25732454657554626,-0.4389369487762451,0.9752838611602783,0.4174727499485016,0.2669011056423187,-0.4142078459262848,0.9484091401100159,0.5336974859237671,0.5716826915740967,-0.013740358874201775,0.999611496925354,0.4622742235660553,0.5721259713172913,0.01371009461581707,0.9997364282608032,0.5555605292320251,0.7501049041748047,0.014635460451245308,0.9972563982009888,0.440899133682251,0.755803644657135,0.042942456901073456,0.997811496257782,0.5700153112411499,0.8977969288825989,0.27095863223075867,0.9932925701141357,0.4232953190803528,0.9096441268920898,0.26950451731681824,0.9968695044517517,0.5633627772331238,0.9251748323440552,0.28781217336654663,0.9372545480728149,0.4314189553260803,0.9340925812721252,0.284102201461792,0.9520360231399536,0.5845526456832886,0.9550154209136963,0.13421860337257385,0.9885877966880798,0.3990798890590668,0.9585146307945251,0.12935283780097961,0.9926119446754456
up,0.49709731340408325,0.22870182991027832,-0.2207733392715454,0.9999937415122986,0.5042246580123901,0.2124747931957245,-0.19734573364257812,0.9999874830245972,0.5079987049102783,0.2128860056400299,-0.1973521113395691,0.9999844431877136,0.5132859945297241,0.21354898810386658,-0.19739964604377747,0.9999851584434509,0.49128928780555725,0.21158477663993835,-0.1924678534269333,0.9999873638153076,0.48610299825668335,0.21158955991268158,-0.19245746731758118,0.9999837875366211,0.48110657930374146,0.211663618683815,-0.19239741563796997,0.9999854564666748,0.5211412310600281,0.2227039486169815,-0.055273354053497314,0.9999781847000122,0.47507476806640625,0.21987104415893555,-0.033868029713630676,0.999974250793457,0.5044859647750854,0.2473049908876419,-0.16815775632858276,0.9999876618385315,0.48907724022865295,0.24630893766880035,-0.16251970827579498,0.9999885559082031,0.5512653589248657,0.3113842308521271,0.01105264388024807,0.9998626708984375,0.4426915645599365,0.3083558976650238,0.053957462310791016,0.9998573064804077,0.6080211400985718,0.38674041628837585,-0.1653747856616974,0.9979939460754395,0.39295586943626404,0.3929356336593628,-0.10699872672557831,0.9922527074813843,0.5901018977165222,0.28664886951446533,-0.39880749583244324,0.9971755743026733,0.4082605838775635,0.2922784388065338,-0.38040000200271606,0.9906717538833618,0.5831633806228638,0.26014646887779236,-0.4520907402038574,0.9878894686698914,0.4085822105407715,0.2634551227092743,-0.43917837738990784,0.9682202935218811,0.576795220375061,0.2556098699569702,-0.43538928031921387,0.9862532615661621,0.4140562415122986,0.2594531178474426,-0.4234825670719147,0.9643471837043762,0.5753427743911743,0.2630130350589752,-0.39767640829086304,0.9784470796585083,0.4178221821784973,0.26759347319602966,-0.3838033676147461,0.952926516532898,0.5302816033363342,0.569693922996521,-0.015012538060545921,0.9996692538261414,0.46033984422683716,0.5704324841499329,0.01499253697693348,0.9997619390487671,0.5544548630714417,0.7431618571281433,0.011093969456851482,0.997220516204834,0.4404359459877014,0.754856526851654,0.04011968523263931,0.9977043271064758,0.5697458982467651,0.8956689834594727,0.22871637344360352,0.993261456489563,0.4232357442378998,0.9096271991729736,0.24690759181976318,0.9969369769096375,0.5630653500556946,0.9234128594398499,0.24169199168682098,0.9369733929634094,0.43082395195961,0.9339428544044495,0.25888606905937195,0.9526728987693787,0.5866562724113464,0.953802764415741,0.0921599343419075,0.9886434674263,0.39913541078567505,0.9592498540878296,0.10993596166372299,0.9927463531494141
up,0.49731796979904175,0.230320543050766,-0.18403944373130798,0.9999948143959045,0.504309356212616,0.21389903128147125,-0.15994413197040558,0.9999900460243225,0.5079441070556641,0.2141788750886917,-0.15993769466876984,0.9999873638153076,0.5130965113639832,0.21474634110927582,-0.15997716784477234,0.9999881386756897,0.49146103858947754,0.213252454996109,-0.1553734987974167,0.9999896883964539,0.4863792359828949,0.21327859163284302,-0.15535792708396912,0.9999865293502808,0.48149412870407104,0.21334430575370789,-0.15528741478919983,0.9999880790710449,0.5205581784248352,0.2236901968717575,-0.02006695233285427,0.9999828934669495,0.47501158714294434,0.22104065120220184,-4.993202310288325e-05,0.9999793767929077,0.5045704245567322,0.2486482411623001,-0.13257399201393127,0.9999898672103882,0.4890870153903961,0.24744826555252075,-0.1272919774055481,0.9999904036521912,0.5500569343566895,0.3111736476421356,0.033471718430519104,0.9998924136161804,0.44266366958618164,0.3087671399116516,0.07717470824718475,0.999880313873291,0.6033511757850647,0.388091117143631,-0.1553812175989151,0.9981228113174438,0.3958163857460022,0.39692991971969604,-0.0905044823884964,0.9926135540008545,0.5869361162185669,0.290033757686615,-0.3954574465751648,0.997624933719635,0.4082287847995758,0.29799219965934753,-0.3607337474822998,0.9917632937431335,0.5802330374717712,0.2634230852127075,-0.45051342248916626,0.9897825717926025,0.4087394177913666,0.26902902126312256,-0.420520544052124,0.9715691804885864,0.574707567691803,0.2584966719150543,-0.43590298295021057,0.9883691668510437,0.41401776671409607,0.2631109654903412,-0.40504688024520874,0.9681279063224792,0.5724477171897888,0.2653258144855499,-0.39556071162223816,0.9816579818725586,0.4176604151725769,0.2707948088645935,-0.3646780848503113,0.9579603672027588,0.5298177003860474,0.5694864392280579,-0.013864092528820038,0.9997144341468811,0.4598502516746521,0.5697228312492371,0.013840248808264732,0.9997875094413757,0.5510590076446533,0.7480647563934326,0.0014066769508644938,0.9972273111343384,0.4392673075199127,0.7543137669563293,0.02508429065346718,0.9976786375045776,0.5693134665489197,0.8980888724327087,0.22243674099445343,0.9929190874099731,0.423200786113739,0.9096949100494385,0.22632579505443573,0.9968627095222473,0.5623560547828674,0.9256995916366577,0.23589566349983215,0.9331021308898926,0.4305488169193268,0.9340689182281494,0.23778390884399414,0.9510024189949036,0.5865952372550964,0.954020619392395,0.08681995421648026,0.9880091547966003,0.3996974229812622,0.9594150185585022,0.08910892903804779,0.9925050139427185
up,0.4971732199192047,0.2335161417722702,-0.21958258748054504,0.9999958276748657,0.5043185353279114,0.21651504933834076,-0.19556750357151031,0.999992311000824,0.5078694224357605,0.21657437086105347,-0.19557544589042664,0.9999901056289673,0.5127145051956177,0.21693788468837738,-0.19561167061328888,0.9999908208847046,0.4911368489265442,0.21577312052249908,-0.19183732569217682,0.9999918937683105,0.48608511686325073,0.21552760899066925,-0.19182738661766052,0.9999891519546509,0.4813408851623535,0.21541067957878113,-0.19177095592021942,0.9999905228614807,0.5201363563537598,0.2249106764793396,-0.04938892275094986,0.9999868869781494,0.4749821722507477,0.22155052423477173,-0.03292519971728325,0.9999841451644897,0.5046576261520386,0.2516997158527374,-0.16509850323200226,0.9999915957450867,0.4888826906681061,0.24956123530864716,-0.16093803942203522,0.9999919533729553,0.5499660968780518,0.3111497163772583,0.01965373009443283,0.9999143481254578,0.4423089921474457,0.3080528676509857,0.05116751044988632,0.9998971223831177,0.6076614260673523,0.38642075657844543,-0.16704978048801422,0.9983001947402954,0.3949844241142273,0.3972194492816925,-0.11793903261423111,0.9930725693702698,0.587847113609314,0.28945085406303406,-0.41755256056785583,0.998012125492096,0.4079711437225342,0.2959665358066559,-0.3965907394886017,0.9928467273712158,0.5811253190040588,0.2635793089866638,-0.47254180908203125,0.9912426471710205,0.4081600308418274,0.2681131660938263,-0.45693033933639526,0.9747125506401062,0.5747959017753601,0.25881507992744446,-0.4556531310081482,0.9900088310241699,0.4130302965641022,0.2631416320800781,-0.44075241684913635,0.9716289043426514,0.5725534558296204,0.26567959785461426,-0.41674986481666565,0.9841083884239197,0.4166438579559326,0.2708631455898285,-0.39963430166244507,0.9623199105262756,0.52960205078125,0.5686054229736328,-0.01046756561845541,0.9997259378433228,0.4584982991218567,0.5684150457382202,0.01044484507292509,0.9997915625572205,0.5520840883255005,0.7479574084281921,0.009430410340428352,0.9971222281455994,0.43651604652404785,0.7482686638832092,0.024615926668047905,0.99765545129776,0.574225664138794,0.8970606923103333,0.2202225625514984,0.9926797151565552,0.4197472929954529,0.907975971698761,0.2184278517961502,0.9968103170394897,0.5661227107048035,0.9251517653465271,0.23231656849384308,0.9317609071731567,0.427499383687973,0.9330688118934631,0.2300110161304474,0.9497294425964355,0.5901401042938232,0.9537665247917175,0.079862080514431,0.9877565503120422,0.3959556221961975,0.9594703912734985,0.07794872671365738,0.9922831058502197
up,0.49650150537490845,0.24335810542106628,-0.3239377439022064,0.9999952912330627,0.5039429664611816,0.22551681101322174,-0.30222779512405396,0.9999914169311523,0.507744550704956,0.22552089393138885,-0.30221930146217346,0.999988853931427,0.512462854385376,0.22549813985824585,-0.30229562520980835,0.9999893307685852,0.48971980810165405,0.22474536299705505,-0.2984122931957245,0.9999911189079285,0.48501500487327576,0.22378648817539215,-0.2984374165534973,0.999988317489624,0.4804770350456238,0.22297899425029755,-0.2983931303024292,0.9999898076057434,0.5200616121292114,0.23094269633293152,-0.15134915709495544,0.9999853372573853,0.47417277097702026,0.2272486686706543,-0.13376471400260925,0.999984622001648,0.5046213865280151,0.2608065903186798,-0.26595333218574524,0.9999910593032837,0.488525390625,0.2586556673049927,-0.26157346367836,0.9999918341636658,0.5513814091682434,0.31077510118484497,-0.05859573930501938,0.9999114871025085,0.4410920739173889,0.3086843490600586,-0.026771441102027893,0.9998998641967773,0.6206542253494263,0.3777655065059662,-0.23987486958503723,0.9985042214393616,0.3870152235031128,0.3943924307823181,-0.18738341331481934,0.9941844344139099,0.5945506691932678,0.2799600064754486,-0.49671870470046997,0.9979038238525391,0.3991882801055908,0.29423579573631287,-0.4742896556854248,0.9933991432189941,0.585519552230835,0.25476208329200745,-0.554303765296936,0.9902706146240234,0.40203648805618286,0.26444870233535767,-0.5360432267189026,0.975608766078949,0.577957272529602,0.24944034218788147,-0.5360697507858276,0.9888617396354675,0.4070099890232086,0.2600461542606354,-0.5192573666572571,0.9725514054298401,0.5773472189903259,0.2566603124141693,-0.49538230895996094,0.982140839099884,0.40940871834754944,0.26799318194389343,-0.4766825735569,0.9630480408668518,0.5291846990585327,0.5748808979988098,-0.012622512876987457,0.9996989369392395,0.457331120967865,0.5755621790885925,0.01258599478751421,0.9997782707214355,0.5544443726539612,0.7504186034202576,0.013202560134232044,0.9973746538162231,0.4352587163448334,0.7565200924873352,0.04548892751336098,0.9977468252182007,0.5752540826797485,0.9003827571868896,0.25367841124534607,0.9936169981956482,0.41863328218460083,0.9102252125740051,0.26910823583602905,0.9971107840538025,0.5679464340209961,0.9278990626335144,0.26868078112602234,0.9377196431159973,0.4267866015434265,0.9343231916427612,0.28253835439682007,0.9542745351791382,0.5928510427474976,0.9551407694816589,0.11435063928365707,0.9889585375785828,0.3941945731639862,0.9600964188575745,0.12747731804847717,0.9928368926048279
up,0.49683040380477905,0.2594144344329834,-0.3492104411125183,0.9999935626983643,0.5042551159858704,0.24191561341285706,-0.3304882347583771,0.9999879598617554,0.508131742477417,0.24156056344509125,-0.3305007219314575,0.9999845623970032,0.5128511786460876,0.24126718938350677,-0.3305969834327698,0.9999848008155823,0.4899562895298004,0.2400537133216858,-0.3266925811767578,0.9999880790710449,0.4852410852909088,0.23833021521568298,-0.32670655846595764,0.9999842047691345,0.48088082671165466,0.23696641623973846,-0.32666295766830444,0.999985933303833,0.5202270746231079,0.2423482984304428,-0.18188424408435822,0.9999784231185913,0.474601686000824,0.23750188946723938,-0.1656758338212967,0.9999802112579346,0.5052947998046875,0.27590519189834595,-0.2911813259124756,0.9999877214431763,0.4889414310455322,0.27123865485191345,-0.28690358996391296,0.9999889731407166,0.5532523393630981,0.31719037890434265,-0.07765920460224152,0.9998980760574341,0.4412774443626404,0.31131598353385925,-0.05442105606198311,0.9998849630355835,0.6244920492172241,0.3752850294113159,-0.24468663334846497,0.9986113905906677,0.3871241509914398,0.3940897285938263,-0.20139312744140625,0.994163990020752,0.5972853899002075,0.2771661877632141,-0.4871891438961029,0.9975998401641846,0.3957286477088928,0.29714328050613403,-0.4871146082878113,0.9926170706748962,0.5879030823707581,0.2519056499004364,-0.5400747656822205,0.9885461330413818,0.3980429172515869,0.26717609167099,-0.546812117099762,0.9728685021400452,0.581047773361206,0.24692600965499878,-0.5239641070365906,0.9869247674942017,0.40362805128097534,0.2624521553516388,-0.5340811610221863,0.9695938229560852,0.5806706547737122,0.2543441653251648,-0.4858870506286621,0.9790059924125671,0.40616703033447266,0.26999279856681824,-0.4907461702823639,0.9588989019393921,0.529851496219635,0.5761697888374329,-0.010994641110301018,0.9996734857559204,0.4576987326145172,0.5755424499511719,0.010911515913903713,0.9997643232345581,0.5546002388000488,0.7520946264266968,0.020106501877307892,0.9975395202636719,0.4349592626094818,0.7541697025299072,0.05055033415555954,0.9977290034294128,0.5757479071617126,0.9022120237350464,0.21610350906848907,0.9943609833717346,0.41900634765625,0.9062148928642273,0.2558937966823578,0.9973283410072327,0.5677676200866699,0.9299087524414062,0.22668957710266113,0.9428701400756836,0.4261859059333801,0.930419921875,0.2671164870262146,0.9581289887428284,0.5977973937988281,0.9553508162498474,0.07308954000473022,0.9900485873222351,0.39314934611320496,0.9571188688278198,0.11897170543670654,0.993361234664917
up,0.4981454908847809,0.2609533369541168,-0.32696449756622314,0.9999938011169434,0.5054216384887695,0.24295884370803833,-0.3069642186164856,0.9999885559082031,0.509487509727478,0.24259410798549652,-0.3069709539413452,0.9999855160713196,0.5142078399658203,0.24230287969112396,-0.3070639967918396,0.9999855756759644,0.4912168085575104,0.24121809005737305,-0.30325764417648315,0.9999887347221375,0.48640257120132446,0.23961172997951508,-0.3032664656639099,0.9999849200248718,0.48211032152175903,0.23829786479473114,-0.3032020926475525,0.9999867081642151,0.521112859249115,0.24366527795791626,-0.15571126341819763,0.9999804496765137,0.47541743516921997,0.23877190053462982,-0.1373489797115326,0.9999818801879883,0.5066362619400024,0.2775377035140991,-0.26753953099250793,0.9999887347221375,0.4900108277797699,0.27312561869621277,-0.2629263997077942,0.999989926815033,0.5543555617332458,0.31880348920822144,-0.05579235404729843,0.9999100565910339,0.44225722551345825,0.31319257616996765,-0.019177131354808807,0.9998852014541626,0.6257268190383911,0.37802860140800476,-0.2315455973148346,0.9987802505493164,0.38720089197158813,0.3967117965221405,-0.169149711728096,0.9945035576820374,0.5990146994590759,0.2839256525039673,-0.49138134717941284,0.997630774974823,0.3950064778327942,0.29938870668411255,-0.4687612056732178,0.9927570223808289,0.5898354053497314,0.2585286796092987,-0.550622820854187,0.9885032773017883,0.39725205302238464,0.2709275186061859,-0.5306001901626587,0.9728853702545166,0.583390474319458,0.2544044852256775,-0.5309675335884094,0.9868538975715637,0.40272703766822815,0.2654360234737396,-0.5207425355911255,0.9696510434150696,0.582865297794342,0.26173487305641174,-0.48965930938720703,0.9787507057189941,0.40531405806541443,0.27270418405532837,-0.47360873222351074,0.9589513540267944,0.5299091339111328,0.57708740234375,-0.01777627319097519,0.9996730089187622,0.4582025408744812,0.5756389498710632,0.017749959602952003,0.9997506141662598,0.5561456084251404,0.7567115426063538,-0.0037464462220668793,0.9978018999099731,0.4339098036289215,0.7548644542694092,0.0529961958527565,0.9977049231529236,0.5773777961730957,0.9051878452301025,0.21255521476268768,0.9948886632919312,0.4186687469482422,0.9063680768013,0.2717486619949341,0.997394323348999,0.5695623159408569,0.930304765701294,0.22434143722057343,0.9439059495925903,0.4258117079734802,0.930931806564331,0.284889280796051,0.96043860912323,0.596254289150238,0.9566915035247803,0.06427441537380219,0.9904913306236267,0.39266833662986755,0.9567540287971497,0.13292238116264343,0.9934260249137878
up,0.49875155091285706,0.25466009974479675,-0.34865254163742065,0.9999943971633911,0.5061365962028503,0.236643448472023,-0.3276366591453552,0.9999896287918091,0.5100885629653931,0.23658885061740875,-0.32765060663223267,0.9999870657920837,0.5149086713790894,0.23664136230945587,-0.3277360796928406,0.999987006187439,0.4917837977409363,0.23542191088199615,-0.32596272230148315,0.9999897480010986,0.48674288392066956,0.23415569961071014,-0.3259926438331604,0.9999864101409912,0.48236560821533203,0.23273707926273346,-0.32595089077949524,0.9999876618385315,0.5214906930923462,0.2402508407831192,-0.17291155457496643,0.9999828338623047,0.4755861163139343,0.23536723852157593,-0.16537430882453918,0.9999832510948181,0.5070289373397827,0.2713184654712677,-0.2883017659187317,0.9999899864196777,0.49034205079078674,0.26874640583992004,-0.28679630160331726,0.999990701675415,0.55467689037323,0.31771424412727356,-0.07270894944667816,0.9999169707298279,0.4424974322319031,0.3132401704788208,-0.048295725136995316,0.9998803734779358,0.6202496886253357,0.38803398609161377,-0.2503838837146759,0.9988210201263428,0.390460342168808,0.40117576718330383,-0.20416352152824402,0.9939476251602173,0.6018808484077454,0.28915444016456604,-0.5196719169616699,0.997696578502655,0.3940732777118683,0.3050691783428192,-0.5173236131668091,0.9924541711807251,0.594099760055542,0.26142969727516174,-0.5774575471878052,0.9888013005256653,0.39606398344039917,0.27918899059295654,-0.5783074498176575,0.9726507663726807,0.5880676507949829,0.25658801198005676,-0.5626299977302551,0.9872570037841797,0.40095439553260803,0.271906316280365,-0.5720582604408264,0.9695932865142822,0.5871341824531555,0.26392820477485657,-0.5196811556816101,0.9793170690536499,0.4033072590827942,0.27932098507881165,-0.5236279368400574,0.9587942957878113,0.5308048129081726,0.5769097805023193,-0.017564821988344193,0.9996578693389893,0.4596095085144043,0.5752316117286682,0.017549369484186172,0.9997403025627136,0.5580068826675415,0.7550843954086304,2.775233042484615e-05,0.9979830384254456,0.4339829087257385,0.7548819780349731,0.04654059186577797,0.9977878928184509,0.5791426301002502,0.9044936299324036,0.21818716824054718,0.995293915271759,0.41840797662734985,0.9082618355751038,0.2626447379589081,0.9975413680076599,0.5706484913825989,0.9293189644813538,0.22930367290973663,0.9457542300224304,0.42585688829421997,0.9329689145088196,0.2748074531555176,0.9626805186271667,0.596919059753418,0.9562164545059204,0.07189657539129257,0.9910773038864136,0.3918420672416687,0.957327127456665,0.12086174637079239,0.9937407374382019
up,0.4997367858886719,0.24080047011375427,-0.3476044833660126,0.9999951124191284,0.5072953104972839,0.22331787645816803,-0.3248782157897949,0.9999908208847046,0.5113344192504883,0.2234339863061905,-0.32489702105522156,0.9999886155128479,0.5162131786346436,0.2236310839653015,-0.3249868154525757,0.9999885559082031,0.49318990111351013,0.22185452282428741,-0.323897123336792,0.9999908208847046,0.4877987802028656,0.2213655263185501,-0.32391318678855896,0.9999880194664001,0.4831010699272156,0.22115126252174377,-0.32386448979377747,0.9999887943267822,0.5221806764602661,0.22961951792240143,-0.1681448221206665,0.9999843835830688,0.4761880040168762,0.2261611521244049,-0.1639033555984497,0.99998539686203,0.5072552561759949,0.2586714029312134,-0.28754785656929016,0.9999912977218628,0.4901650846004486,0.2572675049304962,-0.28692907094955444,0.9999919533729553,0.5560303926467896,0.31413400173187256,-0.06878499686717987,0.9999229907989502,0.4417383074760437,0.3125303089618683,-0.05677724629640579,0.9998953938484192,0.6143320202827454,0.3885143995285034,-0.24532127380371094,0.9985830187797546,0.3928438127040863,0.40181729197502136,-0.2191358357667923,0.9941046237945557,0.6053621768951416,0.2871171534061432,-0.5145462155342102,0.9977694749832153,0.39121103286743164,0.30753788352012634,-0.5299645066261292,0.9930632710456848,0.5997363924980164,0.2609773576259613,-0.5719638466835022,0.989549458026886,0.3924555778503418,0.28147247433662415,-0.5934292674064636,0.9756677746772766,0.59376060962677,0.2557080388069153,-0.5588636994361877,0.9882648587226868,0.39742380380630493,0.27459463477134705,-0.5841972231864929,0.973206639289856,0.5926343202590942,0.262810081243515,-0.515518844127655,0.9811010956764221,0.3996415138244629,0.282131165266037,-0.5356312990188599,0.9634519815444946,0.5314963459968567,0.5766808986663818,-0.0032759294845163822,0.9996776580810547,0.459817498922348,0.5751174092292786,0.0032702013850212097,0.9997625946998596,0.5578155517578125,0.7563411593437195,0.01764204166829586,0.9979342818260193,0.4341460168361664,0.7554546594619751,0.043602555990219116,0.9979895949363708,0.5788507461547852,0.9085333943367004,0.23780302703380585,0.9952959418296814,0.41860634088516235,0.906696081161499,0.281100332736969,0.9975646734237671,0.5705687403678894,0.9325529336929321,0.2504333555698395,0.9486389756202698,0.4256109297275543,0.9311179518699646,0.2956712245941162,0.960742175579071,0.6013374924659729,0.9580852389335632,0.09119514375925064,0.9913530945777893,0.39359670877456665,0.9573591947555542,0.14044274389743805,0.993868350982666
